filer_lastname,filer_firstname,filer_office,office_first_name,office_middle_name,office_last_name,report_title,reporting_year,begin_travel_date,end_travel_date,date_received,transaction_date,num_pages,doc_url,file_name,source,id,date_of_birth,gender,party,state,notes,is_member,document_link
QUINN,JAMES,"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2022,2022-03-24,2022-03-26,2022-04-21,2022-04-21,15,https://giftrule-disclosure.senate.gov/media/2022/4Nrr8SLn0UmatFxFqjIjw.pdf,4Nrr8SLn0UmatFxFqjIjw.pdf,2024-04-01,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24577014-4nrr8sln0umatfxfqjijw
QUINN,JAMES,"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2023,2023-10-27,2023-10-29,2023-11-17,2023-11-17,23,https://giftrule-disclosure.senate.gov/media/2023/oyHeUhLg70aCk2z1lvIVHQ.pdf,oyHeUhLg70aCk2z1lvIVHQ.pdf,2024-04-01,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24375123-oyheuhlg70ack2z1lvivhq
QUINN,JAMES,"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2023,2023-04-27,2023-04-29,2023-05-10,2023-05-11,20,https://giftrule-disclosure.senate.gov/media/2023/IH1iRPD3Ea7F4mlMwabaA.pdf,IH1iRPD3Ea7F4mlMwabaA.pdf,2024-04-01,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24577246-ih1irpd3ea7f4mlmwabaa
RAMPONI,ANGELA,"MURKOWSKI, LISA",LISA,NA,MURKOWSKI,Employee Reimbursed Travel,2023,2023-09-15,2023-09-17,2023-09-29,2023-09-29,17,https://giftrule-disclosure.senate.gov/media/2023/LIaTxzI0G0e5J5nxDfU5Vg.pdf,LIaTxzI0G0e5J5nxDfU5Vg.pdf,2024-04-01,M001153,1957-05-22,F,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24374997-liatxzi0g0e5j5nxdfu5vg
RAMSAY,BRANDON,"COONS, CHRIS",CHRIS,NA,COONS,Employee Reimbursed Travel,2022,2022-08-13,2022-08-21,2022-09-19,2022-09-20,25,https://giftrule-disclosure.senate.gov/media/2022/yHXolTUdEeBppsPnyzBVw.pdf,yHXolTUdEeBppsPnyzBVw.pdf,2024-04-01,C001088,1963-09-09,M,D,DE,NA,FALSE,https://www.documentcloud.org/documents/24577538-yhxoltudeebppspnyzbvw
RAMSAY,BRANDON,"COONS, CHRIS",CHRIS,NA,COONS,Employee Reimbursed Travel,2023,2022-08-13,2022-08-20,2023-04-03,2023-04-05,2,https://giftrule-disclosure.senate.gov/media/2023/xFz4GaiX8kS6QK63ste4EQ.pdf,xFz4GaiX8kS6QK63ste4EQ.pdf,2024-04-01,C001088,1963-09-09,M,D,DE,NA,FALSE,https://www.documentcloud.org/documents/24577573-xfz4gaix8ks6qk63ste4eq
RANDOLPH,BLAKE,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2022,2022-08-14,2022-08-16,2022-09-13,2022-09-14,17,https://giftrule-disclosure.senate.gov/media/2022/4b5ZxxpIPkmz5ZMVfjYbsw.pdf,4b5ZxxpIPkmz5ZMVfjYbsw.pdf,2024-04-01,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24577009-4b5zxxpipkmz5zmvfjybsw
RANKIN,CHARLES,"CRUZ, TED",TED,NA,CRUZ,Employee Reimbursed Travel,2022,2022-10-26,2022-10-28,2022-12-07,2022-12-07,22,https://giftrule-disclosure.senate.gov/media/2022/Wt7Wax1vF0WwTrM0EfA.pdf,Wt7Wax1vF0WwTrM0EfA.pdf,2024-04-01,C001098,1970-12-22,M,R,TX,NA,FALSE,https://www.documentcloud.org/documents/24577556-wt7wax1vf0wwtrm0efa
RANKIN,CHARLES,"CRUZ, TED",TED,NA,CRUZ,Employee Reimbursed Travel,2023,2023-08-20,2023-08-23,2023-09-19,2023-09-19,28,https://giftrule-disclosure.senate.gov/media/2023/cgQdjSYk8kGHzXp9FQqJaw.pdf,cgQdjSYk8kGHzXp9FQqJaw.pdf,2024-04-01,C001098,1970-12-22,M,R,TX,NA,FALSE,https://www.documentcloud.org/documents/24374626-cgqdjsyk8kghzxp9fqqjaw
RANKIN,DUNCAN,"CRUZ, TED",TED,NA,CRUZ,Employee Reimbursed Travel,2023,2023-06-15,2023-06-17,2023-10-26,2023-10-26,3,https://giftrule-disclosure.senate.gov/media/2023/iPhuZuSrBUiYSfEDHlKCuw.pdf,iPhuZuSrBUiYSfEDHlKCuw.pdf,2024-04-01,C001098,1970-12-22,M,R,TX,NA,FALSE,https://www.documentcloud.org/documents/24374879-iphuzusrbuiysfedhlkcuw
RANKIN,DUNCAN,"CRUZ, TED",TED,NA,CRUZ,Employee Reimbursed Travel,2023,2023-06-15,2023-06-17,2023-07-17,2023-07-17,16,https://giftrule-disclosure.senate.gov/media/2023/aRc8nLJE4kChNB4fv8vpgQ.pdf,aRc8nLJE4kChNB4fv8vpgQ.pdf,2024-04-01,C001098,1970-12-22,M,R,TX,NA,FALSE,https://www.documentcloud.org/documents/24577083-arc8nlje4kchnb4fv8vpgq
RASINS,RYAN,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2022,2022-06-23,2022-06-23,2022-07-18,2022-07-18,8,https://giftrule-disclosure.senate.gov/media/2022/fwrEJrcwiUyCgFmDeNAQ.pdf,fwrEJrcwiUyCgFmDeNAQ.pdf,2024-04-01,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24577198-fwrejrcwiuycgfmdenaq
RASINS,RYAN,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2022,2022-10-13,2022-10-14,2022-10-25,2022-10-25,7,https://giftrule-disclosure.senate.gov/media/2022/WDFjRMAzFU6rj8LADo29gg.pdf,WDFjRMAzFU6rj8LADo29gg.pdf,2024-04-01,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24577521-wdfjrmazfu6rj8lado29gg
RASINS,RYAN,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2023,2023-04-21,2023-04-23,2023-06-06,2023-06-06,17,https://giftrule-disclosure.senate.gov/media/2023/27LeHnX0WUusfsWAhJrrAA.pdf,27LeHnX0WUusfsWAhJrrAA.pdf,2024-04-01,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24577061-27lehnx0wuusfswahjrraa
RASINS,RYAN,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2023,2022-10-13,2022-10-14,2023-03-24,2023-03-24,2,https://giftrule-disclosure.senate.gov/media/2023/c47K9ikWrUeuqPlRpr8Dnw.pdf,c47K9ikWrUeuqPlRpr8Dnw.pdf,2024-04-01,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130132-c47k9ikwrueuqplrpr8dnw
REBIK,MISTY JEAN,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-10-08,2021-10-08,13,https://giftrule-disclosure.senate.gov/media/2021/O9m612pY0ixjgnliXYLDw.pdf,O9m612pY0ixjgnliXYLDw.pdf,2024-04-01,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24375095-o9m612py0ixjgnlixyldw
REBIK,MISTY JEAN,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2023,2023-08-13,2023-08-22,2023-09-21,2023-09-21,22,https://giftrule-disclosure.senate.gov/media/2023/YZUNFjAN9EqWgq37Uewm6w.pdf,YZUNFjAN9EqWgq37Uewm6w.pdf,2024-04-01,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24375529-yzunfjan9eqwgq37uewm6w
REBIK,MISTY JEAN,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2023,2023-08-13,2023-08-22,2023-09-21,2023-09-21,23,https://giftrule-disclosure.senate.gov/media/2023/ytH21GRz0uK4uGmg7X05A.pdf,ytH21GRz0uK4uGmg7X05A.pdf,2024-04-01,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24375518-yth21grz0uk4ugmg7x05a
REBIK,MISTY JEAN,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2023,2021-09-10,2021-09-12,2023-01-06,2023-01-09,3,https://giftrule-disclosure.senate.gov/media/2023/8VUAaGhaYUtb2DEU02LAw.pdf,8VUAaGhaYUtb2DEU02LAw.pdf,2024-04-01,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24130104-8vuaaghayutb2deu02law
REBOLI,PHILIP,"LEE, MIKE",MIKE,NA,LEE,Employee Reimbursed Travel,2023,2023-06-26,2023-06-28,2023-07-18,2023-07-19,12,https://giftrule-disclosure.senate.gov/media/2023/eZNMmRqNEGsDx10UzVCPQ.pdf,eZNMmRqNEGsDx10UzVCPQ.pdf,2024-04-01,L000577,1971-06-04,M,R,UT,NA,FALSE,https://www.documentcloud.org/documents/24577183-eznmmrqnegsdx10uzvcpq
REDDEN,GEORGE,"MORAN, JERRY",JERRY,NA,MORAN,Employee Reimbursed Travel,2020,2020-02-20,2020-02-23,2020-09-01,2020-09-08,2,https://giftrule-disclosure.senate.gov/media/2020/S4zYULWRLU6bcHAmGj0sGA.pdf,S4zYULWRLU6bcHAmGj0sGA.pdf,2024-04-01,M000934,1954-05-29,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24130133-s4zyulwrlu6bchamgj0sga
REIDY,KENNETH,"BALDWIN, TAMMY",TAMMY,NA,BALDWIN,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-10-13,2021-10-13,25,https://giftrule-disclosure.senate.gov/media/2021/Jf0UUfqT502HR6zg73Gyeg.pdf,Jf0UUfqT502HR6zg73Gyeg.pdf,2024-04-01,B001230,1962-02-11,F,D,WI,NA,FALSE,https://www.documentcloud.org/documents/24577258-jf0uufqt502hr6zg73gyeg
REIDY,KENNETH,"BALDWIN, TAMMY",TAMMY,NA,BALDWIN,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-10-13,2021-10-13,25,https://giftrule-disclosure.senate.gov/media/2021/nzOv5v4kKOJGNBHCTzxw.pdf,nzOv5v4kKOJGNBHCTzxw.pdf,2024-04-01,B001230,1962-02-11,F,D,WI,NA,FALSE,https://www.documentcloud.org/documents/24375088-nzov5v4kkojgnbhctzxw
REIDY,KENNETH,"BALDWIN, TAMMY",TAMMY,NA,BALDWIN,Employee Reimbursed Travel,2022,2021-09-10,2021-09-12,2022-03-15,2022-03-16,4,https://giftrule-disclosure.senate.gov/media/2022/AhAtq5lTE0Z2jybKzGOuQ.pdf,AhAtq5lTE0Z2jybKzGOuQ.pdf,2024-04-01,B001230,1962-02-11,F,D,WI,NA,FALSE,https://www.documentcloud.org/documents/24374537-ahatq5lte0z2jybkzgouq
REISS,MEGAN,"ROMNEY, MITT",MITT,NA,ROMNEY,Employee Reimbursed Travel,2021,2021-10-21,2021-10-22,2021-11-17,2021-11-17,8,https://giftrule-disclosure.senate.gov/media/2021/YSDpp9MatUOXH2gPcZK9yw.pdf,YSDpp9MatUOXH2gPcZK9yw.pdf,2024-04-01,R000615,1947-03-12,M,R,UT,NA,FALSE,https://www.documentcloud.org/documents/24577547-ysdpp9matuoxh2gpczk9yw
REISS,MEGAN,"ROMNEY, MITT",MITT,NA,ROMNEY,Employee Reimbursed Travel,2022,2021-10-21,2021-10-22,2022-04-05,2022-04-06,19,https://giftrule-disclosure.senate.gov/media/2022/XfWpc6qu0UGrZdw68YEg3A.pdf,XfWpc6qu0UGrZdw68YEg3A.pdf,2024-04-01,R000615,1947-03-12,M,R,UT,NA,FALSE,https://www.documentcloud.org/documents/24577572-xfwpc6qu0ugrzdw68yeg3a
RENTZ,ALEKSANDER,"MURKOWSKI, LISA",LISA,NA,MURKOWSKI,Employee Reimbursed Travel,2023,2023-10-08,2023-10-15,2023-11-06,2023-11-06,20,https://giftrule-disclosure.senate.gov/media/2023/FeqeK2JdE686J8wdyR4qg.pdf,FeqeK2JdE686J8wdyR4qg.pdf,2024-04-01,M001153,1957-05-22,F,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24374739-feqek2jde686j8wdyr4qg
RESES,JACOB,"HAWLEY, JOSH",JOSH,NA,HAWLEY,Employee Reimbursed Travel,2020,2020-02-20,2020-02-23,2020-08-10,2020-08-11,13,https://giftrule-disclosure.senate.gov/media/2020/4RUlxnx5F0aw4V0kBYByhQ.pdf,4RUlxnx5F0aw4V0kBYByhQ.pdf,2024-04-01,H001089,1979-12-31,M,R,MO,NA,FALSE,https://www.documentcloud.org/documents/24374420-4rulxnx5f0aw4v0kbybyhq
RICE,JAMES,"GRASSLEY, CHUCK",CHUCK,NA,GRASSLEY,Employee Reimbursed Travel,2023,2023-09-15,2023-09-17,2023-09-26,2023-09-26,17,https://giftrule-disclosure.senate.gov/media/2023/tsp5j9gSkKsus6vuJWkw.pdf,tsp5j9gSkKsus6vuJWkw.pdf,2024-04-01,G000386,1933-09-17,M,R,IA,NA,FALSE,https://www.documentcloud.org/documents/24375315-tsp5j9gskksus6vujwkw
RICE,JAMES,"GRASSLEY, CHUCK",CHUCK,NA,GRASSLEY,Employee Reimbursed Travel,2023,2023-08-27,2023-09-02,2023-09-13,2023-09-14,42,https://giftrule-disclosure.senate.gov/media/2023/iK5tWhShxEK0Sp3RxwYJHQ.pdf,iK5tWhShxEK0Sp3RxwYJHQ.pdf,2024-04-01,G000386,1933-09-17,M,R,IA,NA,FALSE,https://www.documentcloud.org/documents/24374868-ik5twhshxek0sp3rxwyjhq
RICHARDSON,MICHELLE,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-09-23,2021-09-23,18,https://giftrule-disclosure.senate.gov/media/2021/ZN7MGFOa0X0NKAJCaIFA.pdf,ZN7MGFOa0X0NKAJCaIFA.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24375567-zn7mgfoa0x0nkajcaifa
RICHARDSON,MICHELLE,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-12-14,2021-12-15,2,https://giftrule-disclosure.senate.gov/media/2021/s28zeosud02kRKD15AB37w.pdf,s28zeosud02kRKD15AB37w.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130162-s28zeosud02krkd15ab37w
RICHARDSON,MICHELLE,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-10-05,2021-10-05,18,https://giftrule-disclosure.senate.gov/media/2021/wfTJS7qMKkqnwk7uHPRRWg.pdf,wfTJS7qMKkqnwk7uHPRRWg.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24375424-wftjs7qmkkqnwk7uhprrwg
RICHARDSON,MICHELLE,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2022,2022-03-24,2022-03-26,2022-04-11,2022-04-12,17,https://giftrule-disclosure.senate.gov/media/2022/aT8aYx9180akITKZ6eAFcw.pdf,aT8aYx9180akITKZ6eAFcw.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24577085-at8ayx9180akitkz6eafcw
RICHARDSON,MICHELLE,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2023,2023-06-15,2023-06-17,2023-07-11,2023-07-11,19,https://giftrule-disclosure.senate.gov/media/2023/2sQSHcNPaEtmZM3LX5Krg.pdf,2sQSHcNPaEtmZM3LX5Krg.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24577003-2sqshcnpaetmzm3lx5krg
RICHTER,DANA,"CAPITO, SHELLEY MOORE",SHELLEY,MOORE,CAPITO,Employee Reimbursed Travel,2022,2022-10-06,2022-10-07,2022-10-14,2022-10-18,16,https://giftrule-disclosure.senate.gov/media/2022/CZttYUglOEKDC8nYAyQrsA.pdf,CZttYUglOEKDC8nYAyQrsA.pdf,2024-04-01,C001047,1953-11-26,F,R,WV,NA,FALSE,https://www.documentcloud.org/documents/24577145-czttyugloekdc8nyayqrsa
RICHTER,DANA,"CAPITO, SHELLEY MOORE",SHELLEY,MOORE,CAPITO,Employee Reimbursed Travel,2023,2023-09-08,2023-09-08,2023-09-29,2023-09-29,26,https://giftrule-disclosure.senate.gov/media/2023/QkqXHPml00SYKBbFkqMKw.pdf,QkqXHPml00SYKBbFkqMKw.pdf,2024-04-01,C001047,1953-11-26,F,R,WV,NA,FALSE,https://www.documentcloud.org/documents/24375189-qkqxhpml00sykbbfkqmkw
RICOTTA,JILL,"SCHUMER, CHUCK",CHUCK,NA,SCHUMER,Employee Reimbursed Travel,2023,2023-08-19,2023-08-27,2023-09-29,2023-09-29,15,https://giftrule-disclosure.senate.gov/media/2023/Ca9IJlkOH6KW8f60QA.pdf,Ca9IJlkOH6KW8f60QA.pdf,2024-04-01,S000148,1950-11-23,M,D,NY,NA,FALSE,https://www.documentcloud.org/documents/24374617-ca9ijlkoh6kw8f60qa
RIGGIN,NATALIA,"KENNEDY, JOHN",JOHN,NA,KENNEDY,Employee Reimbursed Travel,2022,2022-09-29,2022-09-30,2022-10-17,2022-10-18,15,https://giftrule-disclosure.senate.gov/media/2022/wYblRFkLUSydHsSWKFD5w.pdf,wYblRFkLUSydHsSWKFD5w.pdf,2024-04-01,K000393,1951-11-21,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24375442-wyblrfklusydhsswkfd5w
RIGGIN,NATALIA,"KENNEDY, JOHN",JOHN,NA,KENNEDY,Employee Reimbursed Travel,2023,2022-09-29,2022-09-30,2023-01-05,2023-01-09,10,https://giftrule-disclosure.senate.gov/media/2023/7SI7t67Ld0CWNRg9x56Uyg.pdf,7SI7t67Ld0CWNRg9x56Uyg.pdf,2024-04-01,K000393,1951-11-21,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24577037-7si7t67ld0cwnrg9x56uyg
RILEY,SEAN,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2022,2022-03-24,2022-03-26,2022-04-22,2022-04-22,15,https://giftrule-disclosure.senate.gov/media/2022/t8hY5kyWM0unH2iEr3zP9Q.pdf,t8hY5kyWM0unH2iEr3zP9Q.pdf,2024-04-01,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24577458-t8hy5kywm0unh2ier3zp9q
RILEY,SEAN,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2023,2023-04-27,2023-04-29,2023-05-09,2023-05-09,20,https://giftrule-disclosure.senate.gov/media/2023/cwveGLxZkGNxKrbwugylQ.pdf,cwveGLxZkGNxKrbwugylQ.pdf,2024-04-01,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24577141-cwveglxzkgnxkrbwugylq
RIQUELME,OLIVER,"HEINRICH, MARTIN",MARTIN,NA,HEINRICH,Employee Reimbursed Travel,2023,2022-08-08,2022-08-11,2023-05-12,2023-05-12,37,https://giftrule-disclosure.senate.gov/media/2023/xFVKdEX49E2eP4QiwDE6cw.pdf,xFVKdEX49E2eP4QiwDE6cw.pdf,2024-04-01,H001046,1971-10-17,M,D,NM,NA,FALSE,https://www.documentcloud.org/documents/24577571-xfvkdex49e2ep4qiwde6cw
RISCH,JAMES,"RISCH, JAMES E",JAMES,E,RISCH,Member Reimbursed Travel,2023,2023-07-20,2023-07-22,2023-08-18,2023-08-18,21,https://giftrule-disclosure.senate.gov/media/2023/7qP26syTdUyYKx8eZmtGow.pdf,7qP26syTdUyYKx8eZmtGow.pdf,2024-04-01,R000584,1943-05-03,M,R,ID,NA,TRUE,https://www.documentcloud.org/documents/24577035-7qp26sytduyykx8ezmtgow
RIVAS,EDGAR,"HICKENLOOPER, JOHN",JOHN,NA,HICKENLOOPER,Employee Reimbursed Travel,2022,2022-08-14,2022-08-16,2022-09-14,2022-09-14,20,https://giftrule-disclosure.senate.gov/media/2022/h1quSS1ok0aNT4d8SsmLyA.pdf,h1quSS1ok0aNT4d8SsmLyA.pdf,2024-04-01,H000273,1952-02-07,M,D,CO,NA,FALSE,https://www.documentcloud.org/documents/24577221-h1quss1ok0ant4d8ssmlya
RIVAS,EDGAR,"HICKENLOOPER, JOHN",JOHN,NA,HICKENLOOPER,Employee Reimbursed Travel,2023,2023-01-05,2023-01-07,2023-02-01,2023-02-02,24,https://giftrule-disclosure.senate.gov/media/2023/oK4TWTDpkwWi2j7IbKCQ.pdf,oK4TWTDpkwWi2j7IbKCQ.pdf,2024-04-01,H000273,1952-02-07,M,D,CO,NA,FALSE,https://www.documentcloud.org/documents/24577365-ok4twtdpkwwi2j7ibkcq
RIVAS,EDGAR,"HICKENLOOPER, JOHN",JOHN,NA,HICKENLOOPER,Employee Reimbursed Travel,2023,2023-08-20,2023-08-22,2023-10-11,2023-10-12,28,https://giftrule-disclosure.senate.gov/media/2023/5CaKzzkYNkyESKV2z7EHKg.pdf,5CaKzzkYNkyESKV2z7EHKg.pdf,2024-04-01,H000273,1952-02-07,M,D,CO,NA,FALSE,https://www.documentcloud.org/documents/24374431-5cakzzkynkyeskv2z7ehkg
RIVAS,EDGAR,"HICKENLOOPER, JOHN",JOHN,NA,HICKENLOOPER,Employee Reimbursed Travel,2023,2023-10-11,2023-10-14,2023-12-08,2023-12-08,17,https://giftrule-disclosure.senate.gov/media/2023/V4kJzZpotESWUr3QiDvPSA.pdf,V4kJzZpotESWUr3QiDvPSA.pdf,2024-04-01,H000273,1952-02-07,M,D,CO,NA,FALSE,https://www.documentcloud.org/documents/24375367-v4kjzzpoteswur3qidvpsa
RIVAS,EDGAR,"HICKENLOOPER, JOHN",JOHN,NA,HICKENLOOPER,Employee Reimbursed Travel,2023,2023-08-02,2023-08-04,2023-08-23,2023-08-24,24,https://giftrule-disclosure.senate.gov/media/2023/jnX0aIk9UCygjizIYVKkw.pdf,jnX0aIk9UCygjizIYVKkw.pdf,2024-04-01,H000273,1952-02-07,M,D,CO,NA,FALSE,https://www.documentcloud.org/documents/24577265-jnx0aik9ucygjiziyvkkw
RIVERA,TYLER,"COONS, CHRIS",CHRIS,NA,COONS,Employee Reimbursed Travel,2024,2024-02-09,2024-02-19,2024-03-19,2024-03-19,32,https://giftrule-disclosure.senate.gov/media/2024/kuG2eLvuLkeuZcQ0e3G30g.pdf,kuG2eLvuLkeuZcQ0e3G30g.pdf,2024-04-01,C001088,1963-09-09,M,D,DE,NA,FALSE,https://www.documentcloud.org/documents/24527329-kug2elvulkeuzcq0e3g30g
RIVLIN,MADISON,"MENENDEZ, ROBERT",ROBERT,NA,MENENDEZ,Employee Reimbursed Travel,2021,2021-11-13,2021-11-13,2021-12-08,2021-12-08,10,https://giftrule-disclosure.senate.gov/media/2021/eRtVUHnj2kmH0mhF5L5Gg.pdf,eRtVUHnj2kmH0mhF5L5Gg.pdf,2024-04-01,M000639,1954-01-01,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24374717-ertvuhnj2kmh0mhf5l5gg
ROBERTS,KATY,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2023,2023-05-11,2023-05-12,2023-06-09,2023-06-09,20,https://giftrule-disclosure.senate.gov/media/2023/YqAOiyBAxEKjOShgnnqtEw.pdf,YqAOiyBAxEKjOShgnnqtEw.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24577543-yqaoiybaxekjoshgnnqtew
ROBERTSON,BRENT,"MARSHALL, ROGER",ROGER,NA,MARSHALL,Employee Reimbursed Travel,2022,2022-03-24,2022-03-26,2022-04-25,2022-04-26,17,https://giftrule-disclosure.senate.gov/media/2022/jKRPUYBil06Q9I1AhoZZEQ.pdf,jKRPUYBil06Q9I1AhoZZEQ.pdf,2024-04-01,M001198,1960-08-09,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24577262-jkrpuybil06q9i1ahozzeq
ROBERTSON,BRENT,"MARSHALL, ROGER",ROGER,NA,MARSHALL,Employee Reimbursed Travel,2023,2023-04-27,2023-04-29,2023-05-17,2023-05-18,21,https://giftrule-disclosure.senate.gov/media/2023/TPiCI2haxEaUD6oe69Op4Q.pdf,TPiCI2haxEaUD6oe69Op4Q.pdf,2024-04-01,M001198,1960-08-09,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24577463-tpici2haxeaud6oe69op4q
ROBERTSON,MICAH,"DAINES, STEVE",STEVE,NA,DAINES,Employee Reimbursed Travel,2023,2022-10-14,2022-10-16,2023-03-28,2023-03-28,16,https://giftrule-disclosure.senate.gov/media/2023/lfTEuecp0GxdNh3pysMDQ.pdf,lfTEuecp0GxdNh3pysMDQ.pdf,2024-04-01,D000618,1962-08-20,M,R,MT,NA,FALSE,https://www.documentcloud.org/documents/24577299-lfteuecp0gxdnh3pysmdq
ROBERTSON,MICAH,"DAINES, STEVE",STEVE,NA,DAINES,Employee Reimbursed Travel,2023,2022-10-14,2022-10-16,2023-03-17,2023-03-17,12,https://giftrule-disclosure.senate.gov/media/2023/uNlaRTH6w0rMoRtWlYquQ.pdf,uNlaRTH6w0rMoRtWlYquQ.pdf,2024-04-01,D000618,1962-08-20,M,R,MT,NA,FALSE,https://www.documentcloud.org/documents/24577481-unlarth6w0rmortwlyquq
ROBERTSON,MICAH,"DAINES, STEVE",STEVE,NA,DAINES,Employee Reimbursed Travel,2023,2023-10-27,2023-10-29,2023-11-02,2023-11-03,16,https://giftrule-disclosure.senate.gov/media/2023/3kf61od1gU6kKPpzs53XQ.pdf,3kf61od1gU6kKPpzs53XQ.pdf,2024-04-01,D000618,1962-08-20,M,R,MT,NA,FALSE,https://www.documentcloud.org/documents/24374388-3kf61od1gu6kkppzs53xq
ROCK,CHARLOTTE KAYE,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2024,2024-02-20,2024-02-23,2024-03-21,2024-03-21,16,https://giftrule-disclosure.senate.gov/media/2024/JSwdkv6y0quTbfOpfzktA.pdf,JSwdkv6y0quTbfOpfzktA.pdf,2024-04-01,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24527323-jswdkv6y0qutbfopfzkta
ROCK,CHARLOTTE KAYE,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2024,2024-01-09,2024-01-11,2024-02-09,2024-02-09,31,https://giftrule-disclosure.senate.gov/media/2024/Aue4xj9tn0ef30I7rFXqQ.pdf,Aue4xj9tn0ef30I7rFXqQ.pdf,2024-04-01,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24453610-aue4xj9tn0ef30i7rfxqq
ROGENMOSER,MICHAEL,"MARSHALL, ROGER",ROGER,NA,MARSHALL,Employee Reimbursed Travel,2022,2022-09-01,2022-09-03,2022-09-30,2022-09-30,10,https://giftrule-disclosure.senate.gov/media/2022/RYC3Bqe1jEugNFyuL2CUHg.pdf,RYC3Bqe1jEugNFyuL2CUHg.pdf,2024-04-01,M001198,1960-08-09,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24577444-ryc3bqe1jeugnfyul2cuhg
