filer_lastname,filer_firstname,filer_office,office_first_name,office_middle_name,office_last_name,report_title,reporting_year,begin_travel_date,end_travel_date,date_received,transaction_date,num_pages,doc_url,file_name,source,id,date_of_birth,gender,party,state,notes,is_member,document_link
LEWIS,ELIZABETH,"RISCH, JAMES E",JAMES,E,RISCH,Employee Reimbursed Travel,2019,2019-10-05,2019-10-11,2019-12-19,2019-12-20,3,https://giftrule-disclosure.senate.gov/media/2019/eDmTXzHmJ0Ov9iAio4M8Hw.pdf,eDmTXzHmJ0Ov9iAio4M8Hw.pdf,2023-12-26,R000584,1943-05-03,M,R,ID,NA,FALSE,https://www.documentcloud.org/documents/24130617-edmtxzhmj0ov9iaio4m8hw
MORIN,MARISA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-12-20,2019-12-23,3,https://giftrule-disclosure.senate.gov/media/2019/lWlizdMz5EmL9L6uCn2mzg.pdf,lWlizdMz5EmL9L6uCn2mzg.pdf,2023-12-26,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130635-lwlizdmz5eml9l6ucn2mzg
NICHOLSON,IAN,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-12-06,2019-12-07,2019-12-18,2019-12-20,9,https://giftrule-disclosure.senate.gov/media/2019/o441wqk9Eyto9Y67NvSIg.pdf,o441wqk9Eyto9Y67NvSIg.pdf,2023-12-26,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130523-o441wqk9eyto9y67nvsig
POULOS,BETHANY,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-09-28,2019-10-04,2019-12-17,2019-12-20,8,https://giftrule-disclosure.senate.gov/media/2019/CEYNjAfhyUe6XOYc65FZwg.pdf,CEYNjAfhyUe6XOYc65FZwg.pdf,2023-12-26,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130537-ceynjafhyue6xoyc65fzwg
SFERLAZZO,JULIA,"CASEY, BOB",BOB,NA,CASEY,Employee Reimbursed Travel,2019,2019-08-27,2019-08-29,2019-12-17,2019-12-20,2,https://giftrule-disclosure.senate.gov/media/2019/3jsu7We4G02ZhlJ5p0iag.pdf,3jsu7We4G02ZhlJ5p0iag.pdf,2023-12-26,C001070,1960-04-13,M,D,PA,NA,FALSE,https://www.documentcloud.org/documents/24130643-3jsu7we4g02zhlj5p0iag
VOELKEL,BENJAMIN,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2019,2019-08-24,2019-08-31,2019-12-19,2019-12-20,15,https://giftrule-disclosure.senate.gov/media/2019/0Vv9z4tkOkK6DZuNTxcxWQ.pdf,0Vv9z4tkOkK6DZuNTxcxWQ.pdf,2023-12-26,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130328-0vv9z4tkokk6dzuntxcxwq
ABBEY,TRISTAN,"MURKOWSKI, LISA",LISA,NA,MURKOWSKI,Employee Reimbursed Travel,2019,2019-08-26,2019-08-29,2019-12-11,2019-12-12,21,https://giftrule-disclosure.senate.gov/media/2019/QfRSMZwduU6imJHFUbA1cw.pdf,QfRSMZwduU6imJHFUbA1cw.pdf,2023-12-06,M001153,1957-05-22,F,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24130219-qfrsmzwduu6imjhfuba1cw
ABBEY,TRISTAN,"MURKOWSKI, LISA",LISA,NA,MURKOWSKI,Employee Reimbursed Travel,2019,2019-08-26,2019-08-29,2019-12-13,2019-12-17,2,https://giftrule-disclosure.senate.gov/media/2019/h8E5TBQO6UGiz7snTZ82A.pdf,h8E5TBQO6UGiz7snTZ82A.pdf,2023-12-06,M001153,1957-05-22,F,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24130650-h8e5tbqo6ugiz7sntz82a
ARIAS,KAROLINA,"VAN HOLLEN, CHRIS",CHRIS,NA,VAN HOLLEN,Employee Reimbursed Travel,2019,2019-08-26,2019-08-29,2019-12-12,2019-12-17,21,https://giftrule-disclosure.senate.gov/media/2019/wfqo9lrbpUKWWQ9Bkj8iQ.pdf,wfqo9lrbpUKWWQ9Bkj8iQ.pdf,2023-12-06,V000128,1959-01-10,M,D,MD,NA,FALSE,https://www.documentcloud.org/documents/24130254-wfqo9lrbpukwwq9bkj8iq
ARIN,SARAH,"MENENDEZ, ROBERT",ROBERT,NA,MENENDEZ,Employee Reimbursed Travel,2019,2019-09-28,2019-10-03,2019-12-05,2019-12-06,16,https://giftrule-disclosure.senate.gov/media/2019/4qu1mIvY02nffbu3JJdDA.pdf,4qu1mIvY02nffbu3JJdDA.pdf,2023-12-06,M000639,1954-01-01,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24130330-4qu1mivy02nffbu3jjdda
BARNHART,CHRISTIANNA,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2019,2019-10-21,2019-10-22,2019-12-11,2019-12-12,11,https://giftrule-disclosure.senate.gov/media/2019/GAldbpM3mEqqJNhq1Orjg.pdf,GAldbpM3mEqqJNhq1Orjg.pdf,2023-12-06,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24130488-galdbpm3meqqjnhq1orjg
BOODRY,THOMAS,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-12-02,2019-12-04,9,https://giftrule-disclosure.senate.gov/media/2019/U8ne8Y8L5Ui8AlffaZZQ.pdf,U8ne8Y8L5Ui8AlffaZZQ.pdf,2023-12-06,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130509-u8ne8y8l5ui8alffazzq
BOVO,VIVIANA,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-10-06,2019-10-12,2019-12-09,2019-12-12,5,https://giftrule-disclosure.senate.gov/media/2019/81N8q4Sw6EKM9ikpEtNfpQ.pdf,81N8q4Sw6EKM9ikpEtNfpQ.pdf,2023-12-06,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130573-81n8q4sw6ekm9ikpetnfpq
CARLTON,TIM,"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2019,2019-08-06,2019-08-07,2019-12-05,2019-12-06,5,https://giftrule-disclosure.senate.gov/media/2019/j2yNqrsazEKL8UwzTQdw.pdf,j2yNqrsazEKL8UwzTQdw.pdf,2023-12-06,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24130613-j2ynqrsazekl8uwztqdw
CHONG,KELLIE,"MURKOWSKI, LISA",LISA,NA,MURKOWSKI,Employee Reimbursed Travel,2019,2019-11-09,2019-11-10,2019-12-04,2019-12-06,13,https://giftrule-disclosure.senate.gov/media/2019/8W3slClG4ky1aBckVyfOg.pdf,8W3slClG4ky1aBckVyfOg.pdf,2023-12-06,M001153,1957-05-22,F,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24130462-8w3slclg4ky1abckvyfog
CLEMENTS,HART,"MURRAY, PATTY",PATTY,NA,MURRAY,Employee Reimbursed Travel,2019,2019-11-07,2019-11-09,2019-12-02,2019-12-04,12,https://giftrule-disclosure.senate.gov/media/2019/f3Izth8jHEOCbsiZuYug.pdf,f3Izth8jHEOCbsiZuYug.pdf,2023-12-06,M001111,1950-10-11,F,D,WA,NA,FALSE,https://www.documentcloud.org/documents/24130439-f3izth8jheocbsizuyug
DATTILO,RYAN,"GRAHAM, LINDSEY",LINDSEY,NA,GRAHAM,Employee Reimbursed Travel,2019,2019-11-07,2019-11-09,2019-12-09,2019-12-12,32,https://giftrule-disclosure.senate.gov/media/2019/Xw1ECXmVs0arE97Vi6i6g.pdf,Xw1ECXmVs0arE97Vi6i6g.pdf,2023-12-06,G000359,1955-07-09,M,R,SC,NA,FALSE,https://www.documentcloud.org/documents/24130186-xw1ecxmvs0are97vi6i6g
DUSS,MATTHEW,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2019,2018-12-14,2018-12-18,2019-12-11,2019-12-12,13,https://giftrule-disclosure.senate.gov/media/2019/b20HBqkDEmpwjABbJpwMg.pdf,b20HBqkDEmpwjABbJpwMg.pdf,2023-12-06,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24130470-b20hbqkdempwjabbjpwmg
EBERT,JORDAN JAMES,"MORAN, JERRY",JERRY,NA,MORAN,Employee Reimbursed Travel,2019,2019-09-30,2019-10-02,2019-12-13,2019-12-17,2,https://giftrule-disclosure.senate.gov/media/2019/gUTZQA6aqkWueH4zwR8GA.pdf,gUTZQA6aqkWueH4zwR8GA.pdf,2023-12-06,M000934,1954-05-29,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24130652-gutzqa6aqkwueh4zwr8ga
EBERT,JORDAN JAMES,"MORAN, JERRY",JERRY,NA,MORAN,Employee Reimbursed Travel,2019,2019-09-30,2019-10-02,2019-12-11,2019-12-12,2,https://giftrule-disclosure.senate.gov/media/2019/BvZsD6NPqUXIiYkyY6CA.pdf,BvZsD6NPqUXIiYkyY6CA.pdf,2023-12-06,M000934,1954-05-29,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24130668-bvzsd6npquxiiykyy6ca
ELLESON,SAMANTHA,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2019,2019-11-07,2019-11-09,2019-12-09,2019-12-12,35,https://giftrule-disclosure.senate.gov/media/2019/BwXgPPCluUKmqh1WLf7Qzw.pdf,BwXgPPCluUKmqh1WLf7Qzw.pdf,2023-12-06,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130180-bwxgppcluukmqh1wlf7qzw
FEIKES,ALLISON,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2019,2019-09-28,2019-10-05,2019-12-03,2019-12-04,3,https://giftrule-disclosure.senate.gov/media/2019/yQxgmtKaX0mb64S8Pr4InQ.pdf,yQxgmtKaX0mb64S8Pr4InQ.pdf,2023-12-06,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130619-yqxgmtkax0mb64s8pr4inq
GERIG,DANIEL,"DAINES, STEVE",STEVE,NA,DAINES,Employee Reimbursed Travel,2019,2019-10-06,2019-10-12,2019-12-13,2019-12-17,2,https://giftrule-disclosure.senate.gov/media/2019/sPGjpKgAZEOo61LluW4GOQ.pdf,sPGjpKgAZEOo61LluW4GOQ.pdf,2023-12-06,D000618,1962-08-20,M,R,MT,NA,FALSE,https://www.documentcloud.org/documents/24130639-spgjpkgazeoo61lluw4goq
GOLDMAN,JONATHAN,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-11-03,2019-11-09,2019-11-25,2019-11-26,22,https://giftrule-disclosure.senate.gov/media/2019/2A5pOVoY0WvmFa6ZU9Row.pdf,2A5pOVoY0WvmFa6ZU9Row.pdf,2023-12-06,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130206-2a5povoy0wvmfa6zu9row
GOLDMAN,JONATHAN,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-11-03,2019-11-09,2019-12-04,2019-12-06,4,https://giftrule-disclosure.senate.gov/media/2019/z5aWn8hLbkC0UKbHx4z7cg.pdf,z5aWn8hLbkC0UKbHx4z7cg.pdf,2023-12-06,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130626-z5awn8hlbkc0ukbhx4z7cg
HEKHUIS,JEREMY,"BROWN, SHERROD",SHERROD,NA,BROWN,Employee Reimbursed Travel,2019,2019-11-02,2019-11-08,2019-12-09,2019-12-12,36,https://giftrule-disclosure.senate.gov/media/2019/NJQT8JwD0eEBbjO6NsA.pdf,NJQT8JwD0eEBbjO6NsA.pdf,2023-12-06,B000944,1952-11-09,M,D,OH,NA,FALSE,https://www.documentcloud.org/documents/24130140-njqt8jwd0eebbjo6nsa
LACASSE,ANDREW,"ALEXANDER, LAMAR",LAMAR,NA,ALEXANDER,Employee Reimbursed Travel,2019,2019-10-17,2019-10-19,2019-12-09,2019-12-12,8,https://giftrule-disclosure.senate.gov/media/2019/33MP4thgqkiGFmewHyTg.pdf,33MP4thgqkiGFmewHyTg.pdf,2023-12-06,A000360,1940-07-03,M,R,TN,NA,FALSE,https://www.documentcloud.org/documents/24130534-33mp4thgqkigfmewhytg
LEWIS,CHRISTINE,"BARRASSO, JOHN",JOHN,NA,BARRASSO,Employee Reimbursed Travel,2019,2019-08-21,2019-08-23,2019-12-11,2019-12-12,2,https://giftrule-disclosure.senate.gov/media/2019/53OG8OZhRk6zQHPW0aqQ.pdf,53OG8OZhRk6zQHPW0aqQ.pdf,2023-12-06,B001261,1952-07-21,M,R,WY,NA,FALSE,https://www.documentcloud.org/documents/24130676-53og8ozhrk6zqhpw0aqq
LIN,JOHN,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2019,2019-11-07,2019-11-09,2019-11-26,2019-11-26,32,https://giftrule-disclosure.senate.gov/media/2019/5IuqLUwafkmf2XrAJGw81Q.pdf,5IuqLUwafkmf2XrAJGw81Q.pdf,2023-12-06,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130173-5iuqluwafkmf2xrajgw81q
LINHARES,LINDSAY,"HYDE-SMITH, CINDY",CINDY,NA,HYDE-SMITH,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-12-06,2019-12-12,6,https://giftrule-disclosure.senate.gov/media/2019/U9MbbBopWUq1sA2DaNqeHw.pdf,U9MbbBopWUq1sA2DaNqeHw.pdf,2023-12-06,H001079,1959-05-10,F,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130575-u9mbbbopwuq1sa2danqehw
LIPIN,ELLA,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2019,2019-11-02,2019-11-08,2019-12-05,2019-12-06,20,https://giftrule-disclosure.senate.gov/media/2019/ZfJ489PBmUwlf8pHRfNNg.pdf,ZfJ489PBmUwlf8pHRfNNg.pdf,2023-12-06,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130211-zfj489pbmuwlf8phrfnng
MARCHIONE,KARA,"MURRAY, PATTY",PATTY,NA,MURRAY,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-12-06,2019-12-12,4,https://giftrule-disclosure.senate.gov/media/2019/GP8Dcuhh0eVkzShjG8uVw.pdf,GP8Dcuhh0eVkzShjG8uVw.pdf,2023-12-06,M001111,1950-10-11,F,D,WA,NA,FALSE,https://www.documentcloud.org/documents/24130609-gp8dcuhh0evkzshjg8uvw
McKibben,BRYCE,"MURRAY, PATTY",PATTY,NA,MURRAY,Employee Reimbursed Travel,2019,2019-10-17,2019-10-20,2019-12-02,2019-12-04,10,https://giftrule-disclosure.senate.gov/media/2019/blBsMytHNUqtLp0nCqvA.pdf,blBsMytHNUqtLp0nCqvA.pdf,2023-12-06,M001111,1950-10-11,F,D,WA,NA,FALSE,https://www.documentcloud.org/documents/24130516-blbsmythnuqtlp0ncqva
PAYNE,WILLIAM,"SASSE, BEN",BEN,NA,SASSE,Employee Reimbursed Travel,2019,2019-08-26,2019-08-29,2019-12-12,2019-12-17,5,https://giftrule-disclosure.senate.gov/media/2019/lJdRHJZ3AEytUJ9TZHAyIQ.pdf,lJdRHJZ3AEytUJ9TZHAyIQ.pdf,2023-12-06,S001197,1972-02-22,M,R,NE,NA,FALSE,https://www.documentcloud.org/documents/24130589-ljdrhjz3aeytuj9tzhayiq
PIERRE,NATHAN,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2019,2019-11-09,2019-11-10,2019-12-10,2019-12-12,13,https://giftrule-disclosure.senate.gov/media/2019/yjcLlzg4fUuqEvI6suvEQ.pdf,yjcLlzg4fUuqEvI6suvEQ.pdf,2023-12-06,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130464-yjcllzg4fuuqevi6suveq
POULOS,BETHANY,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-09-28,2019-10-04,2019-11-25,2019-11-26,15,https://giftrule-disclosure.senate.gov/media/2019/eSxEpR7Z80WrYomWqZmtSg.pdf,eSxEpR7Z80WrYomWqZmtSg.pdf,2023-12-06,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130345-esxepr7z80wryomwqzmtsg
RICHARDS,BRETT,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2019,2019-11-02,2019-11-08,2019-12-04,2019-12-04,37,https://giftrule-disclosure.senate.gov/media/2019/hNveBhxFkCe7XY2slgAQ.pdf,hNveBhxFkCe7XY2slgAQ.pdf,2023-12-06,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130135-hnvebhxfkce7xy2slgaq
ROSENFELD,GABRIELLE,"SMITH, TINA",TINA,NA,SMITH,Employee Reimbursed Travel,2019,2019-08-28,2019-08-30,2019-12-04,2019-12-04,2,https://giftrule-disclosure.senate.gov/media/2019/CeWsJe37iUGV8jNrIl5Jzg.pdf,CeWsJe37iUGV8jNrIl5Jzg.pdf,2023-12-06,S001203,1958-03-04,F,D,MN,NA,FALSE,https://www.documentcloud.org/documents/24130659-cewsje37iugv8jnril5jzg
SCHWARTZ,HANNAH,"BLUNT, ROY",ROY,NA,BLUNT,Employee Reimbursed Travel,2019,2019-11-09,2019-11-10,2019-12-06,2019-12-06,5,https://giftrule-disclosure.senate.gov/media/2019/XjAXACL7S0C641lcf3Pvzg.pdf,XjAXACL7S0C641lcf3Pvzg.pdf,2023-12-06,B000575,1950-01-10,M,R,MO,NA,FALSE,https://www.documentcloud.org/documents/24130596-xjaxacl7s0c641lcf3pvzg
SHMAVONIAN,LIVIA,"CASEY, BOB",BOB,NA,CASEY,Employee Reimbursed Travel,2019,2019-11-02,2019-11-08,2019-12-02,2019-12-04,37,https://giftrule-disclosure.senate.gov/media/2019/s2B8k6IKUik1Fffioz9dw.pdf,s2B8k6IKUik1Fffioz9dw.pdf,2023-12-06,C001070,1960-04-13,M,D,PA,NA,FALSE,https://www.documentcloud.org/documents/24130134-s2b8k6ikuik1fffioz9dw
SHWARTZ,HANNAH,"BLUNT, ROY",ROY,NA,BLUNT,Employee Reimbursed Travel,2019,2019-11-09,2019-11-10,2019-12-03,2019-12-04,13,https://giftrule-disclosure.senate.gov/media/2019/SsuxcslO8UqKSgNJIJJbOQ.pdf,SsuxcslO8UqKSgNJIJJbOQ.pdf,2023-12-06,B000575,1950-01-10,M,R,MO,NA,FALSE,https://www.documentcloud.org/documents/24130454-ssuxcslo8uqksgnjijjboq
SIMERMEYER,JOHN G,"HOEVEN, JOHN",JOHN,NA,HOEVEN,Employee Reimbursed Travel,2019,2019-10-13,2019-10-15,2019-12-10,2019-12-12,15,https://giftrule-disclosure.senate.gov/media/2019/BTrpJa9jm0au9tylBLp9XQ.pdf,BTrpJa9jm0au9tylBLp9XQ.pdf,2023-12-06,H001061,1957-03-13,M,R,ND,NA,FALSE,https://www.documentcloud.org/documents/24130398-btrpja9jm0au9tylblp9xq
SMITH,ALEXANDRIA,"SCOTT, TIM",TIM,NA,SCOTT,Employee Reimbursed Travel,2019,2019-08-16,2019-08-18,2019-12-02,2019-12-04,15,https://giftrule-disclosure.senate.gov/media/2019/RQX3wXYr502X4RScALqTcw.pdf,RQX3wXYr502X4RScALqTcw.pdf,2023-12-06,S001184,1965-09-19,M,R,SC,NA,FALSE,https://www.documentcloud.org/documents/24130396-rqx3wxyr502x4rscalqtcw
SRIDHARAN,LAVANYA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-11-09,2019-11-10,2019-12-10,2019-12-12,13,https://giftrule-disclosure.senate.gov/media/2019/hrh3uguCf0KskTz3XVFJEw.pdf,hrh3uguCf0KskTz3XVFJEw.pdf,2023-12-06,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130504-hrh3ugucf0ksktz3xvfjew
STRICKLAND,ETHAN,"SCOTT, TIM",TIM,NA,SCOTT,Employee Reimbursed Travel,2019,2019-10-09,2019-10-10,2019-12-05,2019-12-06,2,https://giftrule-disclosure.senate.gov/media/2019/Q3uum88g6ky1yXjUb3iUQ.pdf,Q3uum88g6ky1yXjUb3iUQ.pdf,2023-12-06,S001184,1965-09-19,M,R,SC,NA,FALSE,https://www.documentcloud.org/documents/24130665-q3uum88g6ky1yxjub3iuq
VAN HOLLEN,CHRIS,"VAN HOLLEN, CHRIS",CHRIS,NA,VAN HOLLEN,Member Reimbursed Travel,2019,2019-08-10,2019-08-19,2019-12-06,2019-12-06,6,https://giftrule-disclosure.senate.gov/media/2019/nUDbRBtwUi0RQ2U8XQiDg.pdf,nUDbRBtwUi0RQ2U8XQiDg.pdf,2023-12-06,V000128,1959-01-10,M,D,MD,NA,TRUE,https://www.documentcloud.org/documents/24130562-nudbrbtwui0rq2u8xqidg
WARREN,PATRICK,"PORTMAN, ROB",ROB,NA,PORTMAN,Employee Reimbursed Travel,2019,2019-11-09,2019-11-10,2019-12-06,2019-12-06,13,https://giftrule-disclosure.senate.gov/media/2019/x08yNDjbfU6QpihqerHSQ.pdf,x08yNDjbfU6QpihqerHSQ.pdf,2023-12-06,P000449,1955-12-19,M,R,OH,NA,FALSE,https://www.documentcloud.org/documents/24130471-x08yndjbfu6qpihqerhsq
WARREN,PATRICK,"PORTMAN, ROB",ROB,NA,PORTMAN,Employee Reimbursed Travel,2019,2019-11-09,2019-11-10,2019-12-12,2019-12-17,3,https://giftrule-disclosure.senate.gov/media/2019/tWdOB7FKeEart6fOwEkHg.pdf,tWdOB7FKeEart6fOwEkHg.pdf,2023-12-06,P000449,1955-12-19,M,R,OH,NA,FALSE,https://www.documentcloud.org/documents/24130629-twdob7fkeeart6fowekhg
WICKER,ROGER,"WICKER, ROGER",ROGER,NA,WICKER,Member Reimbursed Travel,2019,2019-05-10,2019-05-12,2019-12-03,2019-12-04,15,https://giftrule-disclosure.senate.gov/media/2019/ONFDLLq7Gke3IU1KyhsG5w.pdf,ONFDLLq7Gke3IU1KyhsG5w.pdf,2023-12-06,W000437,1951-07-05,M,R,MS,NA,TRUE,https://www.documentcloud.org/documents/24130349-onfdllq7gke3iu1kyhsg5w
WICKER,ROGER,"WICKER, ROGER",ROGER,NA,WICKER,Member Reimbursed Travel,2019,2019-05-10,2019-05-12,2019-12-11,2019-12-12,2,https://giftrule-disclosure.senate.gov/media/2019/Fn6C0T2ODEWDkZwPvAy5g.pdf,Fn6C0T2ODEWDkZwPvAy5g.pdf,2023-12-06,W000437,1951-07-05,M,R,MS,NA,TRUE,https://www.documentcloud.org/documents/24130690-fn6c0t2odewdkzwpvay5g
WILLIAMS,MATTHEW R,"HARRIS, KAMALA",KAMALA,NA,HARRIS,Employee Reimbursed Travel,2019,2019-08-26,2019-08-29,2019-12-12,2019-12-17,6,https://giftrule-disclosure.senate.gov/media/2019/q8cXM8u7okOmL6ObXdqCbQ.pdf,q8cXM8u7okOmL6ObXdqCbQ.pdf,2023-12-06,H001075,1964-10-20,F,D,CA,NA,FALSE,https://www.documentcloud.org/documents/24130576-q8cxm8u7okoml6obxdqcbq
ANDREWS,TERRENCE M,"HOEVEN, JOHN",JOHN,NA,HOEVEN,Employee Reimbursed Travel,2019,2019-08-19,2019-08-21,2019-11-21,2019-11-22,22,https://giftrule-disclosure.senate.gov/media/2019/t3qKyI2SPkmOy6NfSPoA8g.pdf,t3qKyI2SPkmOy6NfSPoA8g.pdf,2023-10-25,H001061,1957-03-13,M,R,ND,NA,FALSE,https://www.documentcloud.org/documents/24130169-t3qkyi2spkmoy6nfspoa8g
ARKIN,SARAH,"MENENDEZ, ROBERT",ROBERT,NA,MENENDEZ,Employee Reimbursed Travel,2019,2019-09-28,2019-10-03,2019-11-04,2019-11-06,11,https://giftrule-disclosure.senate.gov/media/2019/qwNaNsPU0yHU7hmeXUDAA.pdf,qwNaNsPU0yHU7hmeXUDAA.pdf,2023-10-25,M000639,1954-01-01,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24130431-qwnanspu0yhu7hmexudaa
BADMINGTON,CASEY,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-10-31,2019-11-01,17,https://giftrule-disclosure.senate.gov/media/2019/p8k8n4DHESBz7huLubQpg.pdf,p8k8n4DHESBz7huLubQpg.pdf,2023-10-25,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130267-p8k8n4dhesbz7hulubqpg
BANICKI,LIZ,"SULLIVAN, DAN",DAN,NA,SULLIVAN,Employee Reimbursed Travel,2019,2019-08-18,2019-08-24,2019-10-29,2019-11-01,16,https://giftrule-disclosure.senate.gov/media/2019/cxXnefS50RSgyAKF1KIg.pdf,cxXnefS50RSgyAKF1KIg.pdf,2023-10-25,S001198,1964-11-13,M,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24130383-cxxnefs50rsgyakf1kig
BANICKI,LIZ,"SULLIVAN, DAN",DAN,NA,SULLIVAN,Employee Reimbursed Travel,2019,2019-09-27,2019-09-27,2019-10-24,2019-10-25,8,https://giftrule-disclosure.senate.gov/media/2019/AsG5dit0GkKSi1G8AYV6Jw.pdf,AsG5dit0GkKSi1G8AYV6Jw.pdf,2023-10-25,S001198,1964-11-13,M,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24130546-asg5dit0gkksi1g8ayv6jw
BARNHART,CHRISTIANNA,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2019,2019-10-21,2019-10-22,2019-11-19,2019-11-20,15,https://giftrule-disclosure.senate.gov/media/2019/WrwF5NcTUiWweoOvhywNw.pdf,WrwF5NcTUiWweoOvhywNw.pdf,2023-10-25,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24130400-wrwf5nctuiwweoovhywnw
BENITEZ,REYNALDO,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2019,2019-05-25,2019-06-02,2019-10-29,2019-10-29,2,https://giftrule-disclosure.senate.gov/media/2019/B9vPBQ3swU2e62qVAPAONA.pdf,B9vPBQ3swU2e62qVAPAONA.pdf,2023-10-25,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130680-b9vpbq3swu2e62qvapaona
BLOCK,SAVANNAH,"HOEVEN, JOHN",JOHN,NA,HOEVEN,Employee Reimbursed Travel,2019,2019-08-25,2019-08-30,2019-10-23,2019-10-25,3,https://giftrule-disclosure.senate.gov/media/2019/lF11HjgUqg8nqGHI3hBw.pdf,lF11HjgUqg8nqGHI3hBw.pdf,2023-10-25,H001061,1957-03-13,M,R,ND,NA,FALSE,https://www.documentcloud.org/documents/24130658-lf11hjguqg8nqghi3hbw
BOVO,VIVIANA,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-10-06,2019-10-12,2019-11-12,2019-11-13,14,https://giftrule-disclosure.senate.gov/media/2019/56fb1ZAb1Ey2jk090PG4Tw.pdf,56fb1ZAb1Ey2jk090PG4Tw.pdf,2023-10-25,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130343-56fb1zab1ey2jk090pg4tw
